"regionname","date","cases"
"Ireland",2020-03-20,683
"Panama",2020-03-20,137
"Singapore",2020-03-20,385
"Taiwan",2020-03-20,135
"Costa Rica",2020-03-21,117
"Estonia",2020-03-21,306
"Guatemala",2020-03-21,17
"Ireland",2020-03-21,785
"Panama",2020-03-21,200
"Singapore",2020-03-21,432
"Taiwan",2020-03-21,153
"Costa Rica",2020-03-22,134
"Estonia",2020-03-22,326
"Guatemala",2020-03-22,19
"Ireland",2020-03-22,906
"Panama",2020-03-22,313
"Singapore",2020-03-22,455
"Taiwan",2020-03-22,169
"Costa Rica",2020-03-23,158
"Estonia",2020-03-23,352
"Guatemala",2020-03-23,20
"Ireland",2020-03-23,1125
"Panama",2020-03-23,345
"Singapore",2020-03-23,509
"Taiwan",2020-03-23,195
"Costa Rica",2020-03-24,177
"Estonia",2020-03-24,369
"Guatemala",2020-03-24,21
"Ireland",2020-03-24,1329
"Panama",2020-03-24,345
"Singapore",2020-03-24,558
"Taiwan",2020-03-24,215
"Costa Rica",2020-03-25,201
"Estonia",2020-03-25,404
"Guatemala",2020-03-25,24
"Ireland",2020-03-25,1564
"Panama",2020-03-25,443
"Singapore",2020-03-25,631
"Taiwan",2020-03-25,235
"Costa Rica",2020-03-26,231
"Estonia",2020-03-26,538
"Guatemala",2020-03-26,25
"Ireland",2020-03-26,1819
"Panama",2020-03-26,558
"Singapore",2020-03-26,683
"Taiwan",2020-03-26,252
"Costa Rica",2020-03-27,263
"Estonia",2020-03-27,575
"Guatemala",2020-03-27,28
"Ireland",2020-03-27,2121
"Panama",2020-03-27,674
"Singapore",2020-03-27,732
"Taiwan",2020-03-27,267
"Costa Rica",2020-03-28,295
"Estonia",2020-03-28,645
"Guatemala",2020-03-28,34
"Ireland",2020-03-28,2415
"Panama",2020-03-28,786
"Singapore",2020-03-28,802
"Taiwan",2020-03-28,283
"Costa Rica",2020-03-29,314
"Estonia",2020-03-29,679
"Guatemala",2020-03-29,34
"Ireland",2020-03-29,2615
"Panama",2020-03-29,901
"Singapore",2020-03-29,844
"Taiwan",2020-03-29,298
"Costa Rica",2020-03-30,330
"Estonia",2020-03-30,715
"Guatemala",2020-03-30,36
"Ireland",2020-03-30,2910
"Panama",2020-03-30,989
"Singapore",2020-03-30,879
"Taiwan",2020-03-30,306
"Costa Rica",2020-03-31,347
"Estonia",2020-03-31,745
"Guatemala",2020-03-31,38
"Ireland",2020-03-31,3235
"Panama",2020-03-31,1181
"Singapore",2020-03-31,926
"Taiwan",2020-03-31,322
"Costa Rica",2020-04-01,375
"Estonia",2020-04-01,779
"Guatemala",2020-04-01,39
"Ireland",2020-04-01,3447
"Panama",2020-04-01,1181
"Singapore",2020-04-01,1000
"Taiwan",2020-04-01,329
"Costa Rica",2020-04-02,396
"Estonia",2020-04-02,858
"Guatemala",2020-04-02,47
"Ireland",2020-04-02,3849
"Panama",2020-04-02,1317
"Singapore",2020-04-02,1049
"Taiwan",2020-04-02,339
"Costa Rica",2020-04-03,416
"Estonia",2020-04-03,961
"Guatemala",2020-04-03,50
"Ireland",2020-04-03,4273
"Panama",2020-04-03,1475
"Singapore",2020-04-03,1114
"Taiwan",2020-04-03,348
"Costa Rica",2020-04-04,435
"Estonia",2020-04-04,1039
"Guatemala",2020-04-04,61
"Ireland",2020-04-04,4604
"Panama",2020-04-04,1673
"Singapore",2020-04-04,1189
"Taiwan",2020-04-04,355
"Costa Rica",2020-04-05,454
"Estonia",2020-04-05,1097
"Guatemala",2020-04-05,61
"Ireland",2020-04-05,4994
"Panama",2020-04-05,1801
"Singapore",2020-04-05,1309
"Taiwan",2020-04-05,363
"Costa Rica",2020-04-06,467
"Estonia",2020-04-06,1108
"Guatemala",2020-04-06,70
"Ireland",2020-04-06,5364
"Panama",2020-04-06,1988
"Singapore",2020-04-06,1375
"Taiwan",2020-04-06,373
"Costa Rica",2020-04-07,483
"Estonia",2020-04-07,1149
"Guatemala",2020-04-07,77
"Ireland",2020-04-07,5709
"Panama",2020-04-07,2100
"Singapore",2020-04-07,1481
"Taiwan",2020-04-07,376
"Costa Rica",2020-04-08,502
"Estonia",2020-04-08,1185
"Guatemala",2020-04-08,87
"Ireland",2020-04-08,6074
"Panama",2020-04-08,2249
"Singapore",2020-04-08,1623
"Taiwan",2020-04-08,379
"Costa Rica",2020-04-09,539
"Estonia",2020-04-09,1207
"Guatemala",2020-04-09,95
"Ireland",2020-04-09,6574
"Panama",2020-04-09,2528
"Singapore",2020-04-09,1910
"Taiwan",2020-04-09,380
"Costa Rica",2020-04-10,558
"Estonia",2020-04-10,1258
"Guatemala",2020-04-10,126
"Ireland",2020-04-10,8089
"Panama",2020-04-10,2752
"Singapore",2020-04-10,2108
"Taiwan",2020-04-10,382
"Costa Rica",2020-04-11,577
"Estonia",2020-04-11,1304
"Guatemala",2020-04-11,137
"Ireland",2020-04-11,8928
"Panama",2020-04-11,2974
"Singapore",2020-04-11,2299
"Taiwan",2020-04-11,385
"Costa Rica",2020-04-12,595
"Estonia",2020-04-12,1309
"Guatemala",2020-04-12,155
"Ireland",2020-04-12,9655
"Panama",2020-04-12,3234
"Singapore",2020-04-12,2532
"Taiwan",2020-04-12,388
"Costa Rica",2020-04-13,612
"Estonia",2020-04-13,1332
"Guatemala",2020-04-13,156
"Ireland",2020-04-13,10647
"Panama",2020-04-13,3400
"Singapore",2020-04-13,2918
"Taiwan",2020-04-13,393
"Costa Rica",2020-04-14,618
"Estonia",2020-04-14,1373
"Guatemala",2020-04-14,167
"Ireland",2020-04-14,11479
"Panama",2020-04-14,3472
"Singapore",2020-04-14,3252
"Taiwan",2020-04-14,393
"Costa Rica",2020-04-15,626
"Estonia",2020-04-15,1400
"Guatemala",2020-04-15,180
"Ireland",2020-04-15,12547
"Panama",2020-04-15,3574
"Singapore",2020-04-15,3699
"Taiwan",2020-04-15,395
"Costa Rica",2020-04-16,642
"Estonia",2020-04-16,1434
"Guatemala",2020-04-16,196
"Ireland",2020-04-16,13271
"Panama",2020-04-16,3751
"Singapore",2020-04-16,4427
"Taiwan",2020-04-16,395
"Costa Rica",2020-04-17,649
"Estonia",2020-04-17,1459
"Guatemala",2020-04-17,214
"Ireland",2020-04-17,13980
"Panama",2020-04-17,4016
"Singapore",2020-04-17,5050
"Taiwan",2020-04-17,395
"Costa Rica",2020-04-18,655
"Estonia",2020-04-18,1512
"Guatemala",2020-04-18,235
"Ireland",2020-04-18,14758
"Panama",2020-04-18,4210
"Singapore",2020-04-18,5992
"Taiwan",2020-04-18,398
"Costa Rica",2020-04-19,660
"Estonia",2020-04-19,1528
"Guatemala",2020-04-19,257
"Ireland",2020-04-19,15251
"Panama",2020-04-19,4273
"Singapore",2020-04-19,6588
"Taiwan",2020-04-19,420
"Costa Rica",2020-04-20,662
"Estonia",2020-04-20,1535
"Guatemala",2020-04-20,289
"Ireland",2020-04-20,15652
"Panama",2020-04-20,4467
"Singapore",2020-04-20,8014
"Taiwan",2020-04-20,422
"Costa Rica",2020-04-21,669
"Estonia",2020-04-21,1552
"Guatemala",2020-04-21,294
"Ireland",2020-04-21,16040
"Panama",2020-04-21,4658
"Singapore",2020-04-21,9125
"Taiwan",2020-04-21,425
"Costa Rica",2020-04-22,681
"Estonia",2020-04-22,1559
"Guatemala",2020-04-22,316
"Ireland",2020-04-22,16671
"Panama",2020-04-22,4821
"Singapore",2020-04-22,10141
"Taiwan",2020-04-22,426
"Costa Rica",2020-04-23,686
"Estonia",2020-04-23,1592
"Guatemala",2020-04-23,384
"Ireland",2020-04-23,17607
"Panama",2020-04-23,5166
"Singapore",2020-04-23,11178
"Taiwan",2020-04-23,427
"Costa Rica",2020-04-24,687
"Estonia",2020-04-24,1605
"Guatemala",2020-04-24,430
"Ireland",2020-04-24,18184
"Panama",2020-04-24,5338
"Singapore",2020-04-24,12075
"Taiwan",2020-04-24,428
"Costa Rica",2020-04-25,693
"Estonia",2020-04-25,1635
"Guatemala",2020-04-25,473
"Ireland",2020-04-25,18561
"Panama",2020-04-25,5538
"Singapore",2020-04-25,12693
"Taiwan",2020-04-25,429
"Costa Rica",2020-04-26,695
"Estonia",2020-04-26,1643
"Guatemala",2020-04-26,500
"Ireland",2020-04-26,19262
"Panama",2020-04-26,5779
"Singapore",2020-04-26,13624
"Taiwan",2020-04-26,429
"Costa Rica",2020-04-27,697
"Estonia",2020-04-27,1647
"Guatemala",2020-04-27,530
"Ireland",2020-04-27,19648
"Panama",2020-04-27,6021
"Singapore",2020-04-27,14423
"Taiwan",2020-04-27,429
"Costa Rica",2020-04-28,705
"Estonia",2020-04-28,1660
"Guatemala",2020-04-28,530
"Ireland",2020-04-28,19877
"Panama",2020-04-28,6021
"Singapore",2020-04-28,14951
"Taiwan",2020-04-28,429
"Costa Rica",2020-04-29,713
"Estonia",2020-04-29,1666
"Guatemala",2020-04-29,557
"Ireland",2020-04-29,20253
"Panama",2020-04-29,6378
"Singapore",2020-04-29,15641
"Taiwan",2020-04-29,429
"Costa Rica",2020-04-30,719
"Estonia",2020-04-30,1689
"Guatemala",2020-04-30,599
"Ireland",2020-04-30,20612
"Panama",2020-04-30,6532
"Singapore",2020-04-30,16169
"Taiwan",2020-04-30,429
"Costa Rica",2020-05-01,725
"Estonia",2020-05-01,1694
"Guatemala",2020-05-01,644
"Ireland",2020-05-01,20833
"Panama",2020-05-01,6720
"Singapore",2020-05-01,17101
"Taiwan",2020-05-01,429
"Costa Rica",2020-05-02,733
"Estonia",2020-05-02,1699
"Guatemala",2020-05-02,688
"Ireland",2020-05-02,21176
"Panama",2020-05-02,7090
"Singapore",2020-05-02,17548
"Taiwan",2020-05-02,432
"Costa Rica",2020-05-03,739
"Estonia",2020-05-03,1700
"Guatemala",2020-05-03,703
"Ireland",2020-05-03,21506
"Panama",2020-05-03,7090
"Singapore",2020-05-03,18205
"Taiwan",2020-05-03,436
"Costa Rica",2020-05-04,742
"Estonia",2020-05-04,1703
"Guatemala",2020-05-04,730
"Ireland",2020-05-04,21772
"Panama",2020-05-04,7197
"Singapore",2020-05-04,18778
"Taiwan",2020-05-04,438
"Costa Rica",2020-05-05,755
"Estonia",2020-05-05,1711
"Guatemala",2020-05-05,763
"Ireland",2020-05-05,21983
"Panama",2020-05-05,7523
"Singapore",2020-05-05,19410
"Taiwan",2020-05-05,438
"Costa Rica",2020-05-06,761
"Estonia",2020-05-06,1713
"Guatemala",2020-05-06,798
"Ireland",2020-05-06,22248
"Panama",2020-05-06,7731
"Singapore",2020-05-06,20198
"Taiwan",2020-05-06,439
"Costa Rica",2020-05-07,765
"Estonia",2020-05-07,1720
"Guatemala",2020-05-07,832
"Ireland",2020-05-07,22385
"Panama",2020-05-07,7868
"Singapore",2020-05-07,20939
"Taiwan",2020-05-07,440
"Costa Rica",2020-05-08,773
"Estonia",2020-05-08,1725
"Guatemala",2020-05-08,900
"Ireland",2020-05-08,22541
"Panama",2020-05-08,8070
"Singapore",2020-05-08,21707
"Taiwan",2020-05-08,440
"Costa Rica",2020-05-09,780
"Estonia",2020-05-09,1733
"Guatemala",2020-05-09,967
"Ireland",2020-05-09,22760
"Panama",2020-05-09,8282
"Singapore",2020-05-09,22460
"Taiwan",2020-05-09,440
"Costa Rica",2020-05-10,792
"Estonia",2020-05-10,1739
"Guatemala",2020-05-10,1052
"Ireland",2020-05-10,22996
"Panama",2020-05-10,8448
"Singapore",2020-05-10,23336
"Taiwan",2020-05-10,440
"Costa Rica",2020-05-11,801
"Estonia",2020-05-11,1741
"Guatemala",2020-05-11,1114
"Ireland",2020-05-11,23135
"Panama",2020-05-11,8616
"Singapore",2020-05-11,23822
"Taiwan",2020-05-11,440
"Costa Rica",2020-05-12,804
"Estonia",2020-05-12,1746
"Guatemala",2020-05-12,1199
"Ireland",2020-05-12,23242
"Panama",2020-05-12,8783
"Singapore",2020-05-12,24671
"Taiwan",2020-05-12,440
"Costa Rica",2020-05-13,815
"Estonia",2020-05-13,1751
"Guatemala",2020-05-13,1342
"Ireland",2020-05-13,23401
"Panama",2020-05-13,8944
"Singapore",2020-05-13,25346
"Taiwan",2020-05-13,440
"Costa Rica",2020-05-14,830
"Estonia",2020-05-14,1758
"Guatemala",2020-05-14,1518
"Ireland",2020-05-14,23827
"Panama",2020-05-14,9118
"Singapore",2020-05-14,26098
"Taiwan",2020-05-14,440
"Costa Rica",2020-05-15,843
"Estonia",2020-05-15,1766
"Guatemala",2020-05-15,1643
"Ireland",2020-05-15,23956
"Panama",2020-05-15,9268
"Singapore",2020-05-15,26891
"Taiwan",2020-05-15,440
"Costa Rica",2020-05-16,853
"Estonia",2020-05-16,1770
"Guatemala",2020-05-16,1763
"Ireland",2020-05-16,24048
"Panama",2020-05-16,9449
"Singapore",2020-05-16,27356
"Taiwan",2020-05-16,440
"Costa Rica",2020-05-17,863
"Estonia",2020-05-17,1774
"Guatemala",2020-05-17,1763
"Ireland",2020-05-17,24112
"Panama",2020-05-17,9606
"Singapore",2020-05-17,28038
"Taiwan",2020-05-17,440
"Costa Rica",2020-05-18,866
"Estonia",2020-05-18,1784
"Guatemala",2020-05-18,1912
"Ireland",2020-05-18,24200
"Panama",2020-05-18,9726
"Singapore",2020-05-18,28343
"Taiwan",2020-05-18,440
"Costa Rica",2020-05-19,882
"Estonia",2020-05-19,1791
"Guatemala",2020-05-19,2133
"Ireland",2020-05-19,24251
"Panama",2020-05-19,9867
"Singapore",2020-05-19,28794
"Taiwan",2020-05-19,440
"Costa Rica",2020-05-20,897
"Estonia",2020-05-20,1794
"Guatemala",2020-05-20,2265
"Ireland",2020-05-20,24315
"Panama",2020-05-20,9977
"Singapore",2020-05-20,29364
"Taiwan",2020-05-20,440
"Costa Rica",2020-05-21,903
"Estonia",2020-05-21,1800
"Guatemala",2020-05-21,2512
"Ireland",2020-05-21,24391
"Panama",2020-05-21,10116
"Singapore",2020-05-21,29812
"Taiwan",2020-05-21,440
"Costa Rica",2020-05-22,911
"Estonia",2020-05-22,1807
"Guatemala",2020-05-22,2743
"Ireland",2020-05-22,24506
"Panama",2020-05-22,10267
"Singapore",2020-05-22,30426
"Taiwan",2020-05-22,441
"Costa Rica",2020-05-23,918
"Estonia",2020-05-23,1821
"Guatemala",2020-05-23,3054
"Ireland",2020-05-23,24582
"Panama",2020-05-23,10577
"Singapore",2020-05-23,31068
"Taiwan",2020-05-23,441
"Costa Rica",2020-05-24,930
"Estonia",2020-05-24,1823
"Guatemala",2020-05-24,3424
"Ireland",2020-05-24,24639
"Panama",2020-05-24,10926
"Singapore",2020-05-24,31616
"Taiwan",2020-05-24,441
"Costa Rica",2020-05-25,951
"Estonia",2020-05-25,1824
"Guatemala",2020-05-25,3760
"Ireland",2020-05-25,24698
"Panama",2020-05-25,11183
"Singapore",2020-05-25,31960
"Taiwan",2020-05-25,441
"Costa Rica",2020-05-26,956
"Estonia",2020-05-26,1834
"Guatemala",2020-05-26,3954
"Ireland",2020-05-26,24735
"Panama",2020-05-26,11447
"Singapore",2020-05-26,32343
"Taiwan",2020-05-26,441
"Costa Rica",2020-05-27,984
"Estonia",2020-05-27,1840
"Guatemala",2020-05-27,4145
"Ireland",2020-05-27,24803
"Panama",2020-05-27,11728
"Singapore",2020-05-27,32876
"Taiwan",2020-05-27,441
