"regionname","date","cases"
"Heilongjiang",2020-01-27,21
"Henan",2020-01-27,128
"Hong Kong",2020-01-27,8
"Hubei",2020-01-27,1423
"Hunan",2020-01-27,100
"Inner Mongolia",2020-01-27,11
"Jiangsu",2020-01-27,47
"Jiangxi",2020-01-27,72
"Jilin",2020-01-27,6
"Liaoning",2020-01-27,27
"Macau",2020-01-27,6
"Ningxia",2020-01-27,7
"Qinghai",2020-01-27,6
"Shaanxi",2020-01-27,35
"Shandong",2020-01-27,75
"Shanghai",2020-01-27,53
"Shanxi",2020-01-27,13
"Sichuan",2020-01-27,69
"Tianjin",2020-01-27,23
"Tibet",2020-01-27,0
"Xinjiang",2020-01-27,5
"Yunnan",2020-01-27,26
"Zhejiang",2020-01-27,128
"Anhui",2020-01-28,106
"Beijing",2020-01-28,91
"Chongqing",2020-01-28,132
"Fujian",2020-01-28,80
"Gansu",2020-01-28,19
"Guangdong",2020-01-28,207
"Guangxi",2020-01-28,51
"Guizhou",2020-01-28,9
"Hainan",2020-01-28,40
"Hebei",2020-01-28,33
"Heilongjiang",2020-01-28,33
"Henan",2020-01-28,168
"Hong Kong",2020-01-28,8
"Hubei",2020-01-28,3554
"Hunan",2020-01-28,143
"Inner Mongolia",2020-01-28,15
"Jiangsu",2020-01-28,70
"Jiangxi",2020-01-28,109
"Jilin",2020-01-28,8
"Liaoning",2020-01-28,34
"Macau",2020-01-28,7
"Ningxia",2020-01-28,11
"Qinghai",2020-01-28,6
"Shaanxi",2020-01-28,46
"Shandong",2020-01-28,95
"Shanghai",2020-01-28,66
"Shanxi",2020-01-28,27
"Sichuan",2020-01-28,90
"Tianjin",2020-01-28,24
"Tibet",2020-01-28,0
"Xinjiang",2020-01-28,10
"Yunnan",2020-01-28,44
"Zhejiang",2020-01-28,173
"Anhui",2020-01-29,152
"Beijing",2020-01-29,111
"Chongqing",2020-01-29,147
"Fujian",2020-01-29,84
"Gansu",2020-01-29,24
"Guangdong",2020-01-29,277
"Guangxi",2020-01-29,58
"Guizhou",2020-01-29,9
"Hainan",2020-01-29,43
"Hebei",2020-01-29,48
"Heilongjiang",2020-01-29,38
"Henan",2020-01-29,206
"Hong Kong",2020-01-29,10
"Hubei",2020-01-29,3554
"Hunan",2020-01-29,221
"Inner Mongolia",2020-01-29,16
"Jiangsu",2020-01-29,99
"Jiangxi",2020-01-29,109
"Jilin",2020-01-29,9
"Liaoning",2020-01-29,39
"Macau",2020-01-29,7
"Ningxia",2020-01-29,12
"Qinghai",2020-01-29,6
"Shaanxi",2020-01-29,56
"Shandong",2020-01-29,130
"Shanghai",2020-01-29,96
"Shanxi",2020-01-29,27
"Sichuan",2020-01-29,108
"Tianjin",2020-01-29,27
"Tibet",2020-01-29,0
"Xinjiang",2020-01-29,13
"Yunnan",2020-01-29,55
"Zhejiang",2020-01-29,296
"Anhui",2020-01-30,200
"Beijing",2020-01-30,114
"Chongqing",2020-01-30,182
"Fujian",2020-01-30,101
"Gansu",2020-01-30,26
"Guangdong",2020-01-30,354
"Guangxi",2020-01-30,78
"Guizhou",2020-01-30,12
"Hainan",2020-01-30,46
"Hebei",2020-01-30,65
"Heilongjiang",2020-01-30,44
"Henan",2020-01-30,278
"Hong Kong",2020-01-30,10
"Hubei",2020-01-30,4903
"Hunan",2020-01-30,277
"Inner Mongolia",2020-01-30,19
"Jiangsu",2020-01-30,129
"Jiangxi",2020-01-30,162
"Jilin",2020-01-30,14
"Liaoning",2020-01-30,41
"Macau",2020-01-30,7
"Ningxia",2020-01-30,17
"Qinghai",2020-01-30,8
"Shaanxi",2020-01-30,63
"Shandong",2020-01-30,158
"Shanghai",2020-01-30,112
"Shanxi",2020-01-30,35
"Sichuan",2020-01-30,142
"Tianjin",2020-01-30,31
"Tibet",2020-01-30,1
"Xinjiang",2020-01-30,14
"Yunnan",2020-01-30,70
"Zhejiang",2020-01-30,428
"Anhui",2020-01-31,237
"Beijing",2020-01-31,139
"Chongqing",2020-01-31,211
"Fujian",2020-01-31,120
"Gansu",2020-01-31,29
"Guangdong",2020-01-31,436
"Guangxi",2020-01-31,87
"Guizhou",2020-01-31,29
"Hainan",2020-01-31,52
"Hebei",2020-01-31,82
"Heilongjiang",2020-01-31,59
"Henan",2020-01-31,352
"Hong Kong",2020-01-31,12
"Hubei",2020-01-31,5806
"Hunan",2020-01-31,332
"Inner Mongolia",2020-01-31,20
"Jiangsu",2020-01-31,168
"Jiangxi",2020-01-31,240
"Jilin",2020-01-31,14
"Liaoning",2020-01-31,48
"Macau",2020-01-31,7
"Ningxia",2020-01-31,21
"Qinghai",2020-01-31,8
"Shaanxi",2020-01-31,87
"Shandong",2020-01-31,184
"Shanghai",2020-01-31,135
"Shanxi",2020-01-31,39
"Sichuan",2020-01-31,177
"Tianjin",2020-01-31,32
"Tibet",2020-01-31,1
"Xinjiang",2020-01-31,17
"Yunnan",2020-01-31,83
"Zhejiang",2020-01-31,538
"Anhui",2020-02-01,297
"Beijing",2020-02-01,168
"Chongqing",2020-02-01,247
"Fujian",2020-02-01,144
"Gansu",2020-02-01,40
"Guangdong",2020-02-01,535
"Guangxi",2020-02-01,100
"Guizhou",2020-02-01,29
"Hainan",2020-02-01,62
"Hebei",2020-02-01,96
"Heilongjiang",2020-02-01,80
"Henan",2020-02-01,422
"Hong Kong",2020-02-01,13
"Hubei",2020-02-01,7153
"Hunan",2020-02-01,389
"Inner Mongolia",2020-02-01,23
"Jiangsu",2020-02-01,202
"Jiangxi",2020-02-01,286
"Jilin",2020-02-01,17
"Liaoning",2020-02-01,64
"Macau",2020-02-01,7
"Ningxia",2020-02-01,26
"Qinghai",2020-02-01,9
"Shaanxi",2020-02-01,101
"Shandong",2020-02-01,206
"Shanghai",2020-02-01,169
"Shanxi",2020-02-01,47
"Sichuan",2020-02-01,207
"Tianjin",2020-02-01,41
"Tibet",2020-02-01,1
"Xinjiang",2020-02-01,18
"Yunnan",2020-02-01,93
"Zhejiang",2020-02-01,599
"Anhui",2020-02-02,340
"Beijing",2020-02-02,191
"Chongqing",2020-02-02,300
"Fujian",2020-02-02,159
"Gansu",2020-02-02,51
"Guangdong",2020-02-02,632
"Guangxi",2020-02-02,111
"Guizhou",2020-02-02,38
"Hainan",2020-02-02,64
"Hebei",2020-02-02,104
"Heilongjiang",2020-02-02,95
"Henan",2020-02-02,493
"Hong Kong",2020-02-02,15
"Hubei",2020-02-02,11177
"Hunan",2020-02-02,463
"Inner Mongolia",2020-02-02,27
"Jiangsu",2020-02-02,236
"Jiangxi",2020-02-02,333
"Jilin",2020-02-02,23
"Liaoning",2020-02-02,70
"Macau",2020-02-02,8
"Ningxia",2020-02-02,28
"Qinghai",2020-02-02,11
"Shaanxi",2020-02-02,116
"Shandong",2020-02-02,230
"Shanghai",2020-02-02,182
"Shanxi",2020-02-02,66
"Sichuan",2020-02-02,231
"Tianjin",2020-02-02,48
"Tibet",2020-02-02,1
"Xinjiang",2020-02-02,21
"Yunnan",2020-02-02,105
"Zhejiang",2020-02-02,661
"Anhui",2020-02-03,408
"Beijing",2020-02-03,212
"Chongqing",2020-02-03,337
"Fujian",2020-02-03,179
"Gansu",2020-02-03,55
"Guangdong",2020-02-03,725
"Guangxi",2020-02-03,127
"Guizhou",2020-02-03,46
"Hainan",2020-02-03,72
"Hebei",2020-02-03,113
"Heilongjiang",2020-02-03,121
"Henan",2020-02-03,566
"Hong Kong",2020-02-03,15
"Hubei",2020-02-03,13522
"Hunan",2020-02-03,521
"Inner Mongolia",2020-02-03,34
"Jiangsu",2020-02-03,271
"Jiangxi",2020-02-03,391
"Jilin",2020-02-03,31
"Liaoning",2020-02-03,74
"Macau",2020-02-03,8
"Ningxia",2020-02-03,31
"Qinghai",2020-02-03,13
"Shaanxi",2020-02-03,128
"Shandong",2020-02-03,259
"Shanghai",2020-02-03,203
"Shanxi",2020-02-03,74
"Sichuan",2020-02-03,254
"Tianjin",2020-02-03,60
"Tibet",2020-02-03,1
"Xinjiang",2020-02-03,24
"Yunnan",2020-02-03,117
"Zhejiang",2020-02-03,724
"Anhui",2020-02-04,480
"Beijing",2020-02-04,228
"Chongqing",2020-02-04,366
"Fujian",2020-02-04,194
"Gansu",2020-02-04,57
"Guangdong",2020-02-04,813
"Guangxi",2020-02-04,139
"Guizhou",2020-02-04,58
"Hainan",2020-02-04,80
"Hebei",2020-02-04,126
"Heilongjiang",2020-02-04,155
"Henan",2020-02-04,675
"Hong Kong",2020-02-04,17
"Hubei",2020-02-04,16678
"Hunan",2020-02-04,593
"Inner Mongolia",2020-02-04,35
"Jiangsu",2020-02-04,308
"Jiangxi",2020-02-04,476
"Jilin",2020-02-04,42
"Liaoning",2020-02-04,81
"Macau",2020-02-04,10
"Ningxia",2020-02-04,34
"Qinghai",2020-02-04,15
"Shaanxi",2020-02-04,142
"Shandong",2020-02-04,275
"Shanghai",2020-02-04,219
"Shanxi",2020-02-04,81
"Sichuan",2020-02-04,282
"Tianjin",2020-02-04,67
"Tibet",2020-02-04,1
"Xinjiang",2020-02-04,29
"Yunnan",2020-02-04,122
"Zhejiang",2020-02-04,829
"Anhui",2020-02-05,530
"Beijing",2020-02-05,253
"Chongqing",2020-02-05,389
"Fujian",2020-02-05,205
"Gansu",2020-02-05,62
"Guangdong",2020-02-05,895
"Guangxi",2020-02-05,150
"Guizhou",2020-02-05,64
"Hainan",2020-02-05,99
"Hebei",2020-02-05,135
"Heilongjiang",2020-02-05,190
"Henan",2020-02-05,764
"Hong Kong",2020-02-05,21
"Hubei",2020-02-05,19665
"Hunan",2020-02-05,661
"Inner Mongolia",2020-02-05,42
"Jiangsu",2020-02-05,341
"Jiangxi",2020-02-05,548
"Jilin",2020-02-05,54
"Liaoning",2020-02-05,89
"Macau",2020-02-05,10
"Ningxia",2020-02-05,34
"Qinghai",2020-02-05,17
"Shaanxi",2020-02-05,165
"Shandong",2020-02-05,307
"Shanghai",2020-02-05,243
"Shanxi",2020-02-05,81
"Sichuan",2020-02-05,301
"Tianjin",2020-02-05,69
"Tibet",2020-02-05,1
"Xinjiang",2020-02-05,32
"Yunnan",2020-02-05,128
"Zhejiang",2020-02-05,895
"Anhui",2020-02-06,591
"Beijing",2020-02-06,274
"Chongqing",2020-02-06,411
"Fujian",2020-02-06,215
"Gansu",2020-02-06,62
"Guangdong",2020-02-06,970
"Guangxi",2020-02-06,168
"Guizhou",2020-02-06,71
"Hainan",2020-02-06,106
"Hebei",2020-02-06,157
"Heilongjiang",2020-02-06,227
"Henan",2020-02-06,851
"Hong Kong",2020-02-06,24
"Hubei",2020-02-06,22112
"Hunan",2020-02-06,711
"Inner Mongolia",2020-02-06,46
"Jiangsu",2020-02-06,373
"Jiangxi",2020-02-06,600
"Jilin",2020-02-06,59
"Liaoning",2020-02-06,94
"Macau",2020-02-06,10
"Ningxia",2020-02-06,40
"Qinghai",2020-02-06,18
"Shaanxi",2020-02-06,173
"Shandong",2020-02-06,347
"Shanghai",2020-02-06,257
"Shanxi",2020-02-06,96
"Sichuan",2020-02-06,321
"Tianjin",2020-02-06,79
"Tibet",2020-02-06,1
"Xinjiang",2020-02-06,36
"Yunnan",2020-02-06,133
"Zhejiang",2020-02-06,954
"Anhui",2020-02-07,665
"Beijing",2020-02-07,297
"Chongqing",2020-02-07,426
"Fujian",2020-02-07,224
"Gansu",2020-02-07,67
"Guangdong",2020-02-07,1034
"Guangxi",2020-02-07,172
"Guizhou",2020-02-07,81
"Hainan",2020-02-07,117
"Hebei",2020-02-07,172
"Heilongjiang",2020-02-07,277
"Henan",2020-02-07,914
"Hong Kong",2020-02-07,25
"Hubei",2020-02-07,24953
"Hunan",2020-02-07,772
"Inner Mongolia",2020-02-07,50
"Jiangsu",2020-02-07,408
"Jiangxi",2020-02-07,661
"Jilin",2020-02-07,65
"Liaoning",2020-02-07,99
"Macau",2020-02-07,10
"Ningxia",2020-02-07,43
"Qinghai",2020-02-07,18
"Shaanxi",2020-02-07,184
"Shandong",2020-02-07,386
"Shanghai",2020-02-07,277
"Shanxi",2020-02-07,104
"Sichuan",2020-02-07,344
"Tianjin",2020-02-07,81
"Tibet",2020-02-07,1
"Xinjiang",2020-02-07,39
"Yunnan",2020-02-07,138
"Zhejiang",2020-02-07,1006
"Anhui",2020-02-08,733
"Beijing",2020-02-08,315
"Chongqing",2020-02-08,428
"Fujian",2020-02-08,239
"Gansu",2020-02-08,79
"Guangdong",2020-02-08,1095
"Guangxi",2020-02-08,183
"Guizhou",2020-02-08,89
"Hainan",2020-02-08,124
"Hebei",2020-02-08,195
"Heilongjiang",2020-02-08,295
"Henan",2020-02-08,981
"Hong Kong",2020-02-08,26
"Hubei",2020-02-08,27100
"Hunan",2020-02-08,803
"Inner Mongolia",2020-02-08,52
"Jiangsu",2020-02-08,439
"Jiangxi",2020-02-08,698
"Jilin",2020-02-08,69
"Liaoning",2020-02-08,105
"Macau",2020-02-08,10
"Ningxia",2020-02-08,45
"Qinghai",2020-02-08,18
"Shaanxi",2020-02-08,195
"Shandong",2020-02-08,416
"Shanghai",2020-02-08,286
"Shanxi",2020-02-08,115
"Sichuan",2020-02-08,364
"Tianjin",2020-02-08,88
"Tibet",2020-02-08,1
"Xinjiang",2020-02-08,42
"Yunnan",2020-02-08,138
"Zhejiang",2020-02-08,1048
"Anhui",2020-02-09,779
"Beijing",2020-02-09,326
"Chongqing",2020-02-09,468
"Fujian",2020-02-09,250
"Gansu",2020-02-09,83
"Guangdong",2020-02-09,1131
"Guangxi",2020-02-09,195
"Guizhou",2020-02-09,99
"Hainan",2020-02-09,131
"Hebei",2020-02-09,206
"Heilongjiang",2020-02-09,307
"Henan",2020-02-09,1033
"Hong Kong",2020-02-09,29
"Hubei",2020-02-09,29631
"Hunan",2020-02-09,838
"Inner Mongolia",2020-02-09,54
"Jiangsu",2020-02-09,468
"Jiangxi",2020-02-09,740
"Jilin",2020-02-09,78
"Liaoning",2020-02-09,107
"Macau",2020-02-09,10
"Ningxia",2020-02-09,45
"Qinghai",2020-02-09,18
"Shaanxi",2020-02-09,208
"Shandong",2020-02-09,444
"Shanghai",2020-02-09,293
"Shanxi",2020-02-09,119
"Sichuan",2020-02-09,386
"Tianjin",2020-02-09,91
"Tibet",2020-02-09,1
"Xinjiang",2020-02-09,45
"Yunnan",2020-02-09,141
"Zhejiang",2020-02-09,1075
"Anhui",2020-02-10,830
"Beijing",2020-02-10,337
"Chongqing",2020-02-10,486
"Fujian",2020-02-10,261
"Gansu",2020-02-10,83
"Guangdong",2020-02-10,1159
"Guangxi",2020-02-10,210
"Guizhou",2020-02-10,109
"Hainan",2020-02-10,138
"Hebei",2020-02-10,218
"Heilongjiang",2020-02-10,331
"Henan",2020-02-10,1073
"Hong Kong",2020-02-10,38
"Hubei",2020-02-10,31728
"Hunan",2020-02-10,879
"Inner Mongolia",2020-02-10,58
"Jiangsu",2020-02-10,492
"Jiangxi",2020-02-10,771
"Jilin",2020-02-10,80
"Liaoning",2020-02-10,108
"Macau",2020-02-10,10
"Ningxia",2020-02-10,49
"Qinghai",2020-02-10,18
"Shaanxi",2020-02-10,213
"Shandong",2020-02-10,466
"Shanghai",2020-02-10,299
"Shanxi",2020-02-10,119
"Sichuan",2020-02-10,405
"Tianjin",2020-02-10,95
"Tibet",2020-02-10,1
"Xinjiang",2020-02-10,49
"Yunnan",2020-02-10,149
"Zhejiang",2020-02-10,1092
"Anhui",2020-02-11,860
"Beijing",2020-02-11,342
"Chongqing",2020-02-11,505
"Fujian",2020-02-11,267
"Gansu",2020-02-11,86
"Guangdong",2020-02-11,1177
"Guangxi",2020-02-11,215
"Guizhou",2020-02-11,127
"Hainan",2020-02-11,144
"Hebei",2020-02-11,239
"Heilongjiang",2020-02-11,360
"Henan",2020-02-11,1105
"Hong Kong",2020-02-11,49
"Hubei",2020-02-11,33366
"Hunan",2020-02-11,912
"Inner Mongolia",2020-02-11,58
"Jiangsu",2020-02-11,515
"Jiangxi",2020-02-11,804
"Jilin",2020-02-11,81
"Liaoning",2020-02-11,111
"Macau",2020-02-11,10
"Ningxia",2020-02-11,53
"Qinghai",2020-02-11,18
"Shaanxi",2020-02-11,219
"Shandong",2020-02-11,487
"Shanghai",2020-02-11,303
"Shanxi",2020-02-11,124
"Sichuan",2020-02-11,417
"Tianjin",2020-02-11,106
"Tibet",2020-02-11,1
"Xinjiang",2020-02-11,55
"Yunnan",2020-02-11,153
"Zhejiang",2020-02-11,1117
"Anhui",2020-02-12,889
"Beijing",2020-02-12,352
"Chongqing",2020-02-12,518
"Fujian",2020-02-12,272
"Gansu",2020-02-12,87
"Guangdong",2020-02-12,1219
"Guangxi",2020-02-12,222
"Guizhou",2020-02-12,133
"Hainan",2020-02-12,157
"Hebei",2020-02-12,251
"Heilongjiang",2020-02-12,378
"Henan",2020-02-12,1135
"Hong Kong",2020-02-12,50
"Hubei",2020-02-12,33366
"Hunan",2020-02-12,946
"Inner Mongolia",2020-02-12,60
"Jiangsu",2020-02-12,543
"Jiangxi",2020-02-12,844
"Jilin",2020-02-12,83
"Liaoning",2020-02-12,116
"Macau",2020-02-12,10
"Ningxia",2020-02-12,58
"Qinghai",2020-02-12,18
"Shaanxi",2020-02-12,225
"Shandong",2020-02-12,497
"Shanghai",2020-02-12,311
"Shanxi",2020-02-12,126
"Sichuan",2020-02-12,436
"Tianjin",2020-02-12,112
"Tibet",2020-02-12,1
"Xinjiang",2020-02-12,59
"Yunnan",2020-02-12,154
"Zhejiang",2020-02-12,1131
"Anhui",2020-02-13,910
"Beijing",2020-02-13,366
"Chongqing",2020-02-13,529
"Fujian",2020-02-13,279
"Gansu",2020-02-13,90
"Guangdong",2020-02-13,1241
"Guangxi",2020-02-13,222
"Guizhou",2020-02-13,135
"Hainan",2020-02-13,157
"Hebei",2020-02-13,265
"Heilongjiang",2020-02-13,395
"Henan",2020-02-13,1169
"Hong Kong",2020-02-13,53
"Hubei",2020-02-13,48206
"Hunan",2020-02-13,968
"Inner Mongolia",2020-02-13,61
"Jiangsu",2020-02-13,570
"Jiangxi",2020-02-13,872
"Jilin",2020-02-13,84
"Liaoning",2020-02-13,117
"Macau",2020-02-13,10
"Ningxia",2020-02-13,64
"Qinghai",2020-02-13,18
"Shaanxi",2020-02-13,229
"Shandong",2020-02-13,509
"Shanghai",2020-02-13,315
"Shanxi",2020-02-13,126
"Sichuan",2020-02-13,451
"Tianjin",2020-02-13,119
"Tibet",2020-02-13,1
"Xinjiang",2020-02-13,63
"Yunnan",2020-02-13,156
"Zhejiang",2020-02-13,1145
"Anhui",2020-02-14,934
"Beijing",2020-02-14,372
"Chongqing",2020-02-14,537
"Fujian",2020-02-14,281
"Gansu",2020-02-14,90
"Guangdong",2020-02-14,1261
"Guangxi",2020-02-14,226
"Guizhou",2020-02-14,140
"Hainan",2020-02-14,159
"Hebei",2020-02-14,283
"Heilongjiang",2020-02-14,419
"Henan",2020-02-14,1184
"Hong Kong",2020-02-14,56
"Hubei",2020-02-14,54406
"Hunan",2020-02-14,988
"Inner Mongolia",2020-02-14,65
"Jiangsu",2020-02-14,593
"Jiangxi",2020-02-14,900
"Jilin",2020-02-14,86
"Liaoning",2020-02-14,119
"Macau",2020-02-14,10
"Ningxia",2020-02-14,67
"Qinghai",2020-02-14,18
"Shaanxi",2020-02-14,230
"Shandong",2020-02-14,523
"Shanghai",2020-02-14,318
"Shanxi",2020-02-14,127
"Sichuan",2020-02-14,463
"Tianjin",2020-02-14,120
"Tibet",2020-02-14,1
"Xinjiang",2020-02-14,65
"Yunnan",2020-02-14,162
"Zhejiang",2020-02-14,1155
"Anhui",2020-02-15,950
"Beijing",2020-02-15,375
"Chongqing",2020-02-15,544
"Fujian",2020-02-15,285
"Gansu",2020-02-15,90
"Guangdong",2020-02-15,1294
"Guangxi",2020-02-15,235
"Guizhou",2020-02-15,143
"Hainan",2020-02-15,162
"Hebei",2020-02-15,291
"Heilongjiang",2020-02-15,425
"Henan",2020-02-15,1212
"Hong Kong",2020-02-15,56
"Hubei",2020-02-15,56249
"Hunan",2020-02-15,1001
"Inner Mongolia",2020-02-15,68
"Jiangsu",2020-02-15,604
"Jiangxi",2020-02-15,913
"Jilin",2020-02-15,88
"Liaoning",2020-02-15,119
"Macau",2020-02-15,10
"Ningxia",2020-02-15,70
"Qinghai",2020-02-15,18
"Shaanxi",2020-02-15,232
"Shandong",2020-02-15,532
"Shanghai",2020-02-15,326
"Shanxi",2020-02-15,128
"Sichuan",2020-02-15,470
"Tianjin",2020-02-15,122
"Tibet",2020-02-15,1
"Xinjiang",2020-02-15,70
"Yunnan",2020-02-15,168
"Zhejiang",2020-02-15,1162
"Anhui",2020-02-16,962
"Beijing",2020-02-16,380
"Chongqing",2020-02-16,551
"Fujian",2020-02-16,287
"Gansu",2020-02-16,90
"Guangdong",2020-02-16,1316
"Guangxi",2020-02-16,237
"Guizhou",2020-02-16,144
"Hainan",2020-02-16,162
"Hebei",2020-02-16,300
"Heilongjiang",2020-02-16,445
"Henan",2020-02-16,1231
"Hong Kong",2020-02-16,57
"Hubei",2020-02-16,58182
"Hunan",2020-02-16,1004
"Inner Mongolia",2020-02-16,70
"Jiangsu",2020-02-16,617
"Jiangxi",2020-02-16,925
"Jilin",2020-02-16,89
"Liaoning",2020-02-16,121
"Macau",2020-02-16,10
"Ningxia",2020-02-16,70
"Qinghai",2020-02-16,18
"Shaanxi",2020-02-16,236
"Shandong",2020-02-16,537
"Shanghai",2020-02-16,328
"Shanxi",2020-02-16,129
"Sichuan",2020-02-16,481
"Tianjin",2020-02-16,124
"Tibet",2020-02-16,1
"Xinjiang",2020-02-16,71
"Yunnan",2020-02-16,171
"Zhejiang",2020-02-16,1167
"Anhui",2020-02-17,973
"Beijing",2020-02-17,381
"Chongqing",2020-02-17,553
"Fujian",2020-02-17,290
"Gansu",2020-02-17,91
"Guangdong",2020-02-17,1322
"Guangxi",2020-02-17,238
"Guizhou",2020-02-17,146
"Hainan",2020-02-17,163
"Hebei",2020-02-17,301
"Heilongjiang",2020-02-17,457
"Henan",2020-02-17,1246
"Hong Kong",2020-02-17,60
"Hubei",2020-02-17,59989
"Hunan",2020-02-17,1006
"Inner Mongolia",2020-02-17,72
"Jiangsu",2020-02-17,626
"Jiangxi",2020-02-17,930
